id,Symbol,Name
1851,DFS,Discover Financial Services Common Stock
1852,DG,Dollar General Corporation Common Stock
1853,DGHI,Digihost Technology Inc. Common Subordinate Voting Shares
1854,DGICA,Donegal Group Inc. Class A Common Stock
1855,DGII,Digi International Inc. Common Stock
1856,DGLY,Digital Ally Inc. Common Stock
1857,DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares
1858,DGX,Quest Diagnostics Incorporated Common Stock
1859,DH,Definitive Healthcare Corp. Class A Common Stock
1860,DHACW,Digital Health Acquisition Corp. Warrant
1861,DHBC,DHB Capital Corp. Class A common stock
1862,DHBCU,DHB Capital Corp. Unit
1863,DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest
1864,DHCAU,DHC Acquisition Corp. Unit
1865,DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042
1866,DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046
1867,DHF,BNY Mellon High Yield Strategies Fund Common Stock
1868,DHHC,DiamondHead Holdings Corp. Class A Common Stock
1869,DHI,D.R. Horton Inc. Common Stock
1870,DHIL,Diamond Hill Investment Group Inc. Class A Common Stock
1871,DHR,Danaher Corporation Common Stock
1872,DHT,DHT Holdings Inc.
1873,DHX,DHI Group Inc. Common Stock
1874,DHY,Credit Suisse High Yield Bond Fund Common Stock
1875,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest
1876,DIBS,1stdibs.com Inc. Common Stock
1877,DICE,DICE Therapeutics Inc. Common Stock
1878,DIN,Dine Brands Global Inc. Common Stock
1879,DINO,HF Sinclair Corporation Common Stock
1880,DIOD,Diodes Incorporated Common Stock
1881,DIS,Walt Disney Company (The) Common Stock
1882,DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares
1883,DISH,DISH Network Corporation Class A Common Stock
1884,DIT,AMCON Distributing Company Common Stock
1885,DK,Delek US Holdings Inc. Common Stock
1886,DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests
1887,DKNG,DraftKings Inc. Class A Common Stock
1888,DKS,Dick's Sporting Goods Inc Common Stock
1889,DLA,Delta Apparel Inc. Common Stock
1890,DLB,Dolby Laboratories Common Stock
1891,DLCA,Deep Lake Capital Acquisition Corp. Class A Ordinary Shares
1892,DLHC,DLH Holdings Corp.
1893,DLNG,Dynagas LNG Partners LP Common Units
1894,DLO,DLocal Limited Class A Common Shares
1895,DLPN,Dolphin Entertainment Inc. Common Stock
1896,DLR,Digital Realty Trust Inc. Common Stock
1897,DLTH,Duluth Holdings Inc. Class B Common Stock
1898,DLTR,Dollar Tree Inc. Common Stock
1899,DLX,Deluxe Corporation Common Stock
1900,DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest
1901,DM,Desktop Metal Inc. Class A Common Stock
1902,DMA,Destra Multi-Alternative Fund Common Stock
1903,DMAC,DiaMedica Therapeutics Inc. Common Stock
1904,DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock
1905,DMF,BNY Mellon Municipal Income Inc. Common Stock
1906,DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests
1907,DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock
1908,DMRC,Digimarc Corporation Common Stock
1909,DMS,Digital Media Solutions Inc. Class A Ordinary Shares
1910,DMTK,DermTech Inc. Common Stock
1911,DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock
1912,DNAA,Social Capital Suvretta Holdings Corp. I Class A Ordinary Share
1913,DNAB,Social Capital Suvretta Holdings Corp. II Class A Ordinary Shares
1914,DNAC,Social Capital Suvretta Holdings Corp. III Class A ordinary shares
1915,DNAD,Social Capital Suvretta Holdings Corp. IV Class A Ordinary Shares
1916,DNAY,Codex DNA Inc. Common Stock
1917,DNB,Dun & Bradstreet Holdings Inc. Common Stock
1918,DNLI,Denali Therapeutics Inc. Common Stock
1919,DNMR,Danimer Scientific Inc. Common Stock
1920,DNN,Denison Mines Corp Ordinary Shares (Canada)
1921,DNOW,NOW Inc. Common Stock
1922,DNP,DNP Select Income Fund Inc. Common Stock
1923,DNUT,Krispy Kreme Inc. Common Stock
1924,DNZ,D and Z Media Acquisition Corp. Class A Common Stock
1925,DO,Diamond Offshore Drilling Inc. Common Stock
1926,DOC,Physicians Realty Trust Common Shares of Beneficial Interest
1927,DOCN,DigitalOcean Holdings Inc. Common Stock
1928,DOCS,Doximity Inc. Class A Common Stock
1929,DOCU,DocuSign Inc. Common Stock
1930,DOGZ,Dogness (International) Corporation Class A Common Stock
1931,DOLE,Dole plc Ordinary Shares
1932,DOMA,Doma Holdings Inc. Common Stock
1933,DOMO,Domo Inc. Class B Common Stock
1934,DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares
1935,DOOR,Masonite International Corporation Ordinary Shares (Canada)
1936,DORM,Dorman Products Inc. Common Stock
1937,DOUG,Douglas Elliman Inc. Common Stock
1938,DOV,Dover Corporation Common Stock
1939,DOW,Dow Inc. Common Stock 
1940,DOX,Amdocs Limited Ordinary Shares
1941,DOYU,DouYu International Holdings Limited ADS
1942,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.
1943,DPRO,Draganfly Inc. Common Shares
1944,DPSI,DecisionPoint Systems Inc. Common Stock
1945,DPZ,Domino's Pizza Inc Common Stock
1946,DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares
1947,DRCT,Direct Digital Holdings Inc. Class A Common Stock
1948,DRD,DRDGOLD Limited American Depositary Shares
1949,DRE,Duke Realty Corporation Common Stock
1950,DRH,Diamondrock Hospitality Company Common Stock
1951,DRI,Darden Restaurants Inc. Common Stock
1952,DRIO,DarioHealth Corp. Common Stock
1953,DRMA,Dermata Therapeutics Inc. Common Stock
1954,DRMAW,Dermata Therapeutics Inc. Warrant
1955,DRQ,Dril-Quip Inc. Common Stock
1956,DRRX,DURECT Corporation Common Stock
1957,DRTS,Alpha Tau Medical Ltd. Ordinary Shares
1958,DRTSW,Alpha Tau Medical Ltd. Warrant
1959,DRTT,DIRTT Environmental Solutions Ltd. Common Shares
1960,DRUG,Bright Minds Biosciences Inc. Common Stock
1961,DRVN,Driven Brands Holdings Inc. Common Stock
1962,DS,Drive Shack Inc.
1963,DSAC,Duddell Street Acquisition Corp. Class A Ordinary Shares
1964,DSACU,Duddell Street Acquisition Corp. Unit
1965,DSACW,Duddell Street Acquisition Corp. Warrant
1966,DSEY,Diversey Holdings Ltd. Ordinary Shares
1967,DSGN,Design Therapeutics Inc. Common Stock
1968,DSGR,Distribution Solutions Group Inc. Common Stock
1969,DSGX,Descartes Systems Group Inc. (The) Common Stock
1970,DSKE,Daseke Inc. Common Stock
1971,DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests
1972,DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock
1973,DSP,Viant Technology Inc. Class A Common Stock
1974,DSS,DSS Inc. Common Stock
1975,DSU,Blackrock Debt Strategies Fund Inc. Common Stock
1976,DSWL,Deswell Industries Inc. Common Shares
1977,DSX,Diana Shipping inc. common stock
1978,DT,Dynatrace Inc. Common Stock
1979,DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080
1980,DTC,Solo Brands Inc. Class A Common Stock
1981,DTE,DTE Energy Company Common Stock
1982,DTEA,DAVIDsTEA Inc. Common Stock
1983,DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock
1984,DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures
1985,DTIL,Precision BioSciences Inc. Common Stock
1986,DTM,DT Midstream Inc. Common Stock 
1987,DTOCW,Digital Transformation Opportunities Corp. Warrant
1988,DTP,DTE Energy Company 6.25% Corporate Units
1989,DTSS,Datasea Inc. Common Stock
1990,DTST,Data Storage Corporation Common Stock
1991,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077
1992,DUK,Duke Energy Corporation (Holding Company) Common Stock
1993,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
1994,DUNE,Dune Acquisition Corporation Class A Common Stock
1995,DUNEW,Dune Acquisition Corporation Warrant
1996,DUO,Fangdd Network Group Ltd. American Depositary Shares
1997,DUOL,Duolingo Inc. Class A Common Stock
1998,DUOT,Duos Technologies Group Inc. Common Stock
1999,DV,DoubleVerify Holdings Inc. Common Stock
2000,DVA,DaVita Inc. Common Stock
2001,DVAX,Dynavax Technologies Corporation Common Stock
2002,DVN,Devon Energy Corporation Common Stock
2003,DWAC,Digital World Acquisition Corp. Class A Common Stock
2004,DWACU,Digital World Acquisition Corp. Units
2005,DWACW,Digital World Acquisition Corp. Warrants
2006,DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock
2007,DWSN,Dawson Geophysical Company Common Stock
2008,DX,Dynex Capital Inc. Common Stock
2009,DXC,DXC Technology Company Common Stock 
2010,DXCM,DexCom Inc. Common Stock
2011,DXF,Dunxin Financial Holdings Limited American Depositary Shares
2012,DXLG,Destination XL Group Inc. Common Stock
2013,DXPE,DXP Enterprises Inc. Common Stock
2014,DXR,Daxor Corporation Common Stock
2015,DXYN,Dixie Group Inc. (The) Common Stock
2016,DY,Dycom Industries Inc. Common Stock
2017,DYAI,Dyadic International Inc. Common Stock
2018,DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest
2019,DYN,Dyne Therapeutics Inc. Common Stock
2020,DYNT,Dynatronics Corporation Common Stock
2021,DZSI,DZS Inc. Common Stock
2022,E,ENI S.p.A. Common Stock
2023,EA,Electronic Arts Inc. Common Stock
2024,EAC,Edify Acquisition Corp. Class A Common Stock
2025,EACPW,Edify Acquisition Corp. Warrant
2026,EAD,Allspring Income Opportunities Fund Common Shares
2027,EAF,GrafTech International Ltd. Common Stock
2028,EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066
2029,EAR,Eargo Inc. Common Stock
2030,EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest
2031,EAST,Eastside Distilling Inc. Common Stock
2032,EAT,Brinker International Inc. Common Stock
2033,EB,Eventbrite Inc. Class A Common Stock
2034,EBACU,European Biotech Acquisition Corp. Units
2035,EBAY,eBay Inc. Common Stock
2036,EBC,Eastern Bankshares Inc. Common Stock
2037,EBET,EBET INC. Common Stock
2038,EBF,Ennis Inc. Common Stock
2039,EBIX,Ebix Inc. Common Stock
2040,EBMT,Eagle Bancorp Montana Inc. Common Stock
2041,EBON,Ebang International Holdings Inc. Class A Ordinary Shares
2042,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)
2043,EBS,Emergent Biosolutions Inc. Common Stock
2044,EBTC,Enterprise Bancorp Inc Common Stock
2045,EC,Ecopetrol S.A. American Depositary Shares
2046,ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest
2047,ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031
2048,ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031
2049,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028
2050,ECF,Ellsworth Growth and Income Fund Ltd.
2051,ECL,Ecolab Inc. Common Stock
2052,ECOR,electroCore Inc. Common Stock
2053,ECPG,Encore Capital Group Inc Common Stock
2054,ECVT,Ecovyst Inc. Common Stock
2055,ED,Consolidated Edison Inc. Common Stock
2056,EDAP,EDAP TMS S.A. American Depositary Shares
2057,EDBL,Edible Garden AG Incorporated Common Stock
2058,EDBLW,Edible Garden AG Incorporated Warrant
2059,EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock
2060,EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest
2061,EDI,Virtus Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interest
2062,EDIT,Editas Medicine Inc. Common Stock
2063,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares
2064,EDNC,Endurance Acquisition Corp. Class A Ordinary Shares
2065,EDR,Endeavor Group Holdings Inc. Class A Common Stock
2066,EDRY,EuroDry Ltd. Common Shares 
2067,EDSA,Edesa Biotech Inc. Common Shares
2068,EDTK,Skillful Craftsman Education Technology Limited Ordinary Share
2069,EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock
2070,EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)
2071,EDUC,Educational Development Corporation Common Stock
2072,EE,Excelerate Energy Inc. Class A Common Stock
2073,EEA,The European Equity Fund Inc. Common Stock
2074,EEFT,Euronet Worldwide Inc. Common Stock
2075,EEIQ,Elite Education Group International Ltd. Common Stock
2076,EEX,Emerald Holding Inc. Common Stock
2077,EFC,Ellington Financial Inc. Common Stock 
2078,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest
2079,EFOI,Energy Focus Inc. Common Stock
2080,EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest
2081,EFSC,Enterprise Financial Services Corporation Common Stock
2082,EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A
2083,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest
2084,EFTR,eFFECTOR Therapeutics Inc. Common Stock
2085,EFX,Equifax Inc. Common Stock
2086,EGAN,eGain Corporation Common Stock
2087,EGBN,Eagle Bancorp Inc. Common Stock
2088,EGF,Blackrock Enhanced Government Fund Inc. Common Stock
2089,EGHT,8x8 Inc Common Stock
2090,EGIO,Edgio Inc. Common Stock
2091,EGLE,Eagle Bulk Shipping Inc. Common Stock
2092,EGLX,Enthusiast Gaming Holdings Inc. Common Stock
2093,EGO,Eldorado Gold Corporation Ordinary Shares
2094,EGP,EastGroup Properties Inc. Common Stock
2095,EGRX,Eagle Pharmaceuticals Inc. Common Stock
2096,EGY,VAALCO Energy Inc.  Common Stock
2097,EH,EHang Holdings Limited ADS
2098,EHAB,Enhabit Inc. Common Stock
2099,EHC,Encompass Health Corporation Common Stock
2100,EHI,Western Asset Global High Income Fund Inc Common Stock
2101,EHTH,eHealth Inc. Common Stock
2102,EIC,Eagle Point Income Company Inc. Common Stock
2103,EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026
2104,EIG,Employers Holdings Inc Common Stock
2105,EIGR,Eiger BioPharmaceuticals Inc. Common Stock
2106,EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value
2107,EIX,Edison International Common Stock
2108,EJH,E-Home Household Service Holdings Limited Ordinary Shares
2109,EKSO,Ekso Bionics Holdings Inc. Common Stock
2110,EL,Estee Lauder Companies Inc. (The) Common Stock
2111,ELA,Envela Corporation Common Stock
2112,ELAN,Elanco Animal Health Incorporated Common Stock
2113,ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units
2114,ELBM,Electra Battery Materials Corporation Common Stock
2115,ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066
2116,ELDN,Eledon Pharmaceuticals Inc. Common Stock
2117,ELEV,Elevation Oncology Inc. Common stock
2118,ELF,e.l.f. Beauty Inc. Common Stock
2119,ELMD,Electromed Inc. Common Stock
2120,ELOX,Eloxx Pharmaceuticals Inc. Common Stock
2121,ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares)
2122,ELS,Equity Lifestyle Properties Inc. Common Stock
2123,ELSE,Electro-Sensors Inc. Common Stock
2124,ELTK,Eltek Ltd. Ordinary Shares
2125,ELV,Elevance Health Inc. Common Stock
2126,ELVT,Elevate Credit Inc. Common Stock
2127,ELY,Callaway Golf Company Common Stock
2128,ELYM,Eliem Therapeutics Inc Common Stock
2129,ELYS,Elys Game Technology Corp. Common Stock
2130,EM,Smart Share Global Limited American Depositary Shares
2131,EMAN,eMagin Corporation Common Stock
2132,EMBC,Embecta Corp. Common Stock
2133,EMBK,Embark Technology Inc. Common Stock
2134,EMBKW,Embark Technology Inc. Warrants
2135,EMCF,Emclaire Financial Corp Common Stock
2136,EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock
2137,EME,EMCOR Group Inc. Common Stock
2138,EMF,Templeton Emerging Markets Fund Common Stock
2139,EMKR,EMCORE Corporation Common Stock
2140,EML,Eastern Company (The) Common Stock
2141,EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock
2142,EMN,Eastman Chemical Company Common Stock
2143,EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock
2144,EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066
2145,EMR,Emerson Electric Company Common Stock
2146,EMWP,Eros Media World PLC A Ordinary Shares GBP 0.30 par value
2147,EMX,EMX Royalty Corporation Common Shares (Canada)
2148,ENB,Enbridge Inc Common Stock
2149,ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078
2150,ENCP,Energem Corp Class A Ordinary Shares
2151,ENCPW,Energem Corp Warrant
2152,ENDP,Endo International plc Ordinary Shares
2153,ENER,Accretion Acquisition Corp. Common Stock
2154,ENERW,Accretion Acquisition Corp. Warrant
2155,ENFN,Enfusion Inc. Class A Common Stock
2156,ENG,ENGlobal Corporation Common Stock
2157,ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)
2158,ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052
2159,ENJY,Enjoy Technology Inc. Common Stock
2160,ENJYW,Enjoy Technology Inc. Warrant
2161,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests
2162,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares
2163,ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066
2164,ENOB,Enochian Biosciences Inc. Common Stock
2165,ENOV,Enovis Corporation Common Stock
2166,ENPC,Executive Network Partnering Corporation Class A Common Stock
2167,ENPH,Enphase Energy Inc. Common Stock
2168,ENR,Energizer Holdings Inc. Common Stock
2169,ENS,EnerSys Common Stock
2170,ENSC,Ensysce Biosciences Inc. Common Stock
2171,ENSG,The Ensign Group Inc. Common Stock
2172,ENSV,Enservco Corporation Common Stock
2173,ENTA,Enanta Pharmaceuticals Inc. Common Stock
2174,ENTFW,Enterprise 4.0 Technology Acquisition Corp. Warrant
2175,ENTG,Entegris Inc. Common Stock
2176,ENTX,Entera Bio Ltd. Ordinary Shares
2177,ENTXW,Entera Bio Ltd. Warrant
2178,ENV,Envestnet Inc Common Stock
2179,ENVA,Enova International Inc. Common Stock
2180,ENVB,Enveric Biosciences Inc. Common Stock
2181,ENVX,Enovix Corporation Common Stock
2182,ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value
2183,ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value)
2184,EOCW,Elliott Opportunity II Corp. Class A Ordinary Shares
2185,EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest
2186,EOG,EOG Resources Inc. Common Stock
2187,EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest
2188,EOLS,Evolus Inc. Common Stock
2189,EOS,Eaton Vance Enhance Equity Income Fund II Common Stock
2190,EOSE,Eos Energy Enterprises Inc. Class A Common Stock
2191,EOSEW,Eos Energy Enterprises Inc. Warrant
2192,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST
2193,EP,Empire Petroleum Corporation Common Stock
2194,EPAC,Enerpac Tool Group Corp. Common Stock
2195,EPAM,EPAM Systems Inc. Common Stock
2196,EPC,Edgewell Personal Care Company Common Stock
2197,EPD,Enterprise Products Partners L.P. Common Stock
